"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
417,10,14,0,0,703536.5,235
417,15,19,0,0,561674,304
417,20,24,0,0,520631.5,379
417,25,29,0,0,555740,458
417,30,34,3,1,555476.5,711
417,35,39,4,1,479521.5,1130
417,40,44,3,2,401803.5,1596
417,45,49,7,4,351933.5,1934
417,50,54,10,6,324369.5,2505
417,55,59,14,9,296935.5,3526
417,60,64,16,13,256055,4652
417,65,69,16,10,169790.5,4827
417,70,74,11,9,101716,4425
417,75,79,6,4,37627.5,3169
417,80,84,6,4,33657,4332
417,85,999,10,7,18865.5,4508
418,0,4,0,0,799582.5,6642
418,5,9,0,0,785427,604
418,10,14,5,0,752002,469
418,15,19,0,0,726122,773
418,20,24,1,0,720223,1086
418,25,29,5,2,677603.5,1104
418,30,34,7,2,630800,1191
418,35,39,10,6,547129,1333
418,40,44,13,8,446377.5,1532
418,45,49,19,9,368825.5,1918
418,50,54,22,11,307824,2448
418,55,59,23,12,258967,3185
418,60,64,23,12,204235,3928
418,65,69,22,12,143811,4437
418,70,74,21,13,92215,4639
418,75,79,17,14,54381,4476
418,80,84,13,12,28511,3863
418,85,999,9,9,14971.5,3728
422,0,4,0,0,456425,1631
422,5,9,0,0,547241,108
422,10,14,0,0,557995,92
422,15,19,1,0,511014,160
422,20,24,0,0,467880.5,210
422,25,29,1,0,397464.5,188
422,30,34,2,0,356310.5,197
422,35,39,3,1,360593,266
422,40,44,4,2,343990.5,385
422,45,49,7,3,318673.5,614
422,50,54,10,3,326954.5,1052
422,55,59,13,6,302226,1661
422,60,64,9,4,251220.5,2264
422,65,69,10,5,195710.5,3101
422,70,74,11,5,150076,4224
422,75,79,7,5,97140.5,4587
422,80,84,5,3,59167.5,4944
422,85,999,6,4,44405.5,7453
426,0,4,0,0,270301.5,4105
426,5,9,0,0,277730.5,371
426,10,14,0,0,258890.5,310
426,15,19,0,0,236214.5,553
426,20,24,0,0,214200,862
426,25,29,0,0,204772.5,1223
426,30,34,1,1,205211.5,1689
426,35,39,0,0,172196.5,1890
426,40,44,1,1,121094,1668
426,45,49,3,2,78913,1362
426,50,54,3,2,60440.5,1312
426,55,59,4,3,53323,1439
426,60,64,5,4,46111,1667
426,65,69,6,4,34428,1641
426,70,74,3,2,22838.5,1394
426,75,79,2,2,13887.5,1114
426,80,84,0,0,9370.5,1082
426,85,999,1,1,6187,1280
428,0,4,0,0,91657.5,73
428,5,9,0,0,107656.5,10
428,10,14,0,0,100264,13
428,15,19,0,0,95457,46
428,20,24,0,0,85130.5,66
428,25,29,0,0,94749.5,96
428,30,34,0,0,131564.5,194
428,35,39,2,1,136827.5,295
428,40,44,6,2,122750,471
428,45,49,11,6,127447.5,646
428,50,54,18,9,129301.5,975
428,55,59,22,14,127922,1474
428,60,64,26,17,135090.5,2170
428,65,69,23,15,113443,2676
428,70,74,17,13,96800,3268
428,75,79,12,9,69837.5,3419
428,80,84,9,8,65256.5,5191
428,85,999,8,5,49907.5,8780
430,0,4,0,0,764873.5,12149
430,5,9,0,0,725650,963
430,10,14,0,0,684806.5,723
430,15,19,1,1,601697,1050
430,20,24,0,0,494349.5,1247
430,25,29,2,2,397079,1209
430,30,34,2,1,341389.5,1292
430,35,39,4,2,306371,1517
430,40,44,4,3,262780.5,1732
430,45,49,4,2,209981,1884
430,50,54,4,2,167660.5,2129
430,55,59,4,3,136756,2437
430,60,64,4,3,105131.5,2789
430,65,69,3,2,75385.5,3031
430,70,74,3,3,48953,3104
430,75,79,2,2,30568,3052
430,80,84,1,1,14430.5,2203
430,85,999,1,1,5431.5,1326
434,0,4,0,0,656921,1331
434,5,9,0,0,700398.5,176
434,10,14,0,0,702202.5,183
434,15,19,0,0,656310.5,452
434,20,24,0,0,579917.5,569
434,25,29,1,0,534722,560
434,30,34,0,0,525680.5,658
434,35,39,0,0,540056,918
434,40,44,0,0,564977,1422
434,45,49,10,3,508929,1999
434,50,54,17,6,414460,2535
434,55,59,8,4,293307.5,2782
434,60,64,13,6,202888.5,2985
434,65,69,6,3,122102,2796
434,70,74,8,3,97205.5,3559
434,75,79,2,1,63698.5,3861
434,80,84,5,3,37509,3767
434,85,999,2,1,22519,4183
440,0,4,0,0,132148,91
440,5,9,0,0,149498,24
440,10,14,0,0,142271.5,22
440,15,19,0,0,132486,67
440,20,24,0,0,153493.5,118
440,25,29,0,0,179992,182
440,30,34,1,1,202118,319
440,35,39,3,2,191741,466
440,40,44,8,5,172716.5,604
440,45,49,18,9,185481.5,980
440,50,54,29,17,201338,1497
440,55,59,43,26,202726.5,2261
440,60,64,51,30,211447.5,3528
440,65,69,37,23,160551,3936
440,70,74,27,18,133966.5,4463
440,75,79,16,12,99876.5,5037
440,80,84,13,8,87917,7064
440,85,999,11,6,77150.5,14074
442,0,4,0,0,33895,37
442,5,9,0,0,35162,19
442,10,14,0,0,34681.5,10
442,15,19,0,0,33864.5,17
442,20,24,0,0,38831,25
442,25,29,0,0,49555.5,24
442,30,34,1,0,52838.5,27
442,35,39,0,0,51128,19
442,40,44,0,0,49745,33
442,45,49,1,0,46740,58
442,50,54,2,0,47243,95
442,55,59,4,1,45200.5,200
442,60,64,4,1,37460.5,268
442,65,69,1,0,29801,341
442,70,74,2,0,23730,381
442,75,79,2,1,17528,467
442,80,84,2,0,12912.5,704
442,85,999,3,0,12996,1822
450,0,4,0,0,4509734.5,64157
450,5,9,0,0,3962552,11540
450,10,14,30,18,3661873,6383
450,15,19,8,4,3258966.5,7954
450,20,24,4,2,2952161.5,9865
450,25,29,4,2,2499371.5,9149
450,30,34,5,2,2007244.5,8182
450,35,39,15,6,1665061,7854
450,40,44,25,11,1437063,8613
450,45,49,31,15,1199916,8877
450,50,54,31,15,954364.5,9939
450,55,59,27,14,740265.5,10254
450,60,64,32,23,594111.5,12438
450,65,69,41,33,447134.5,14530
450,70,74,46,37,291049.5,14840
450,75,79,36,31,143493.5,11734
450,80,84,27,24,75184,9936
450,85,999,21,17,37714,8979
454,0,4,0,0,3031170.5,26238
454,5,9,0,0,2849523,2458
454,10,14,23,13,2744479.5,1955
454,15,19,2,0,2405376,3027
454,20,24,8,5,1978406.5,3745
454,25,29,11,7,1654146,3941
454,30,34,7,4,1407493,4368
454,35,39,14,9,1204452.5,5183
454,40,44,12,7,967684,5914
454,45,49,10,6,655062,5674
454,50,54,25,16,478001.5,5719
454,55,59,18,13,376327.5,6142
454,60,64,19,14,279100,6734
454,65,69,8,6,191738.5,6831
454,70,74,16,13,143209.5,7652
454,75,79,3,2,107656,8605
454,80,84,2,2,59661,7270
454,85,999,0,0,35241,7905
458,0,4,0,0,2359932.5,3456
458,5,9,0,0,2820950,508
458,10,14,7,1,2741372,642
458,15,19,1,0,2896890.5,1777
458,20,24,7,2,3061366.5,2059
458,25,29,5,2,3106976.5,2253
458,30,34,9,3,3125109,3536
458,35,39,19,8,2978994,5336
458,40,44,38,17,2529691.5,7037
458,45,49,54,20,2038592,8513
458,50,54,70,27,1732084,11358
458,55,59,83,37,1519121,15174
458,60,64,101,48,1291320.5,18410
458,65,69,114,55,996564.5,22261
458,70,74,122,68,705836.5,23390
458,75,79,91,63,403570,24245
458,80,84,58,47,226893.5,18070
458,85,999,47,42,160228.5,24438
462,0,4,0,0,31642,34
462,5,9,0,0,36838,2
462,10,14,0,0,38345.5,3
462,15,19,0,0,29858,10
462,20,24,0,0,40191.5,11
462,25,29,0,0,65965.5,22
462,30,34,0,0,71001.5,24
462,35,39,0,0,62670.5,23
462,40,44,0,0,42898,30
462,45,49,1,0,29688,33
462,50,54,1,0,22659,35
462,55,59,0,0,17053,53
462,60,64,1,0,13904,87
462,65,69,1,0,8546,105
462,70,74,0,0,4971,117
462,75,79,0,0,3952.5,176
462,80,84,0,0,2376,189
462,85,999,0,0,1546.5,266
466,0,4,0,0,4079299,86122
466,5,9,0,0,3592353.5,9556
466,10,14,13,7,3114823.5,5051
466,15,19,4,3,2581001.5,6577
466,20,24,9,6,2034463.5,7652
466,25,29,16,11,1611628.5,6450
466,30,34,13,10,1360053.5,5918
466,35,39,15,9,1170697,5760
466,40,44,18,12,975101,5876
466,45,49,21,15,745711,5615
466,50,54,25,18,542991.5,5696
466,55,59,28,21,398886.5,5947
466,60,64,29,22,305839.5,7092
466,65,69,26,20,234977.5,8592
466,70,74,18,15,165579.5,10208
466,75,79,11,10,101673,10663
466,80,84,5,5,44442.5,7722
466,85,999,2,2,13118,3893
470,0,4,0,0,22657.5,37
470,5,9,0,0,23928,5
470,10,14,0,0,23196.5,4
470,15,19,0,0,22091,4
470,20,24,0,0,27989.5,8
470,25,29,0,0,42131.5,10
470,30,34,1,0,49912.5,28
470,35,39,1,0,45668.5,22
470,40,44,1,0,41318.5,48
470,45,49,2,0,36338.5,66
470,50,54,2,0,30381,72
470,55,59,3,1,29226,125
470,60,64,3,1,31494.5,202
470,65,69,4,1,29208.5,311
470,70,74,4,2,27984,521
470,75,79,6,2,22004,698
470,80,84,4,4,11439,643
470,85,999,3,2,11223,1311
474,0,4,0,0,15837,32
474,5,9,0,0,17524,0
474,10,14,0,0,19903,0
474,15,19,0,0,20555,5
474,20,24,0,0,16588,12
474,25,29,0,0,14537.5,10
474,30,34,0,0,17583,33
474,35,39,0,0,17719,26
474,40,44,0,0,17240.5,19
474,45,49,1,0,21061,41
474,50,54,1,0,27782.5,102
474,55,59,3,1,31347.5,168
474,60,64,3,1,29715.5,225
474,65,69,3,1,25267.5,302
474,70,74,3,1,19988,386
474,75,79,1,1,14844,475
474,80,84,1,1,10868.5,620
474,85,999,2,2,11097.5,1397
478,0,4,0,0,785270.5,6594
478,5,9,0,0,704580.5,545
478,10,14,0,0,623851,394
478,15,19,1,0,521018.5,636
478,20,24,1,0,428824.5,679
478,25,29,2,0,364063.5,601
478,30,34,2,0,305879.5,593
478,35,39,3,0,256613.5,662
478,40,44,5,3,209263.5,764
478,45,49,5,0,173521,952
478,50,54,5,5,143449.5,1203
478,55,59,6,4,114076.5,1475
478,60,64,6,6,88790.5,1819
478,65,69,4,4,64483,2106
478,70,74,4,4,43240.5,2301
478,75,79,3,3,26797.5,2314
478,80,84,2,2,14149.5,1925
478,85,999,1,1,7764.5,1874
480,0,4,0,0,60933.5,183
480,5,9,0,0,62525,13
480,10,14,0,0,74029.5,14
480,15,19,0,0,92171.5,52
480,20,24,0,0,95110.5,94
480,25,29,0,0,103260,121
480,30,34,0,0,104364.5,169
480,35,39,2,0,91064,219
480,40,44,3,1,101661.5,376
480,45,49,5,1,87821,451
480,50,54,6,3,80956,636
480,55,59,8,5,86864,923
480,60,64,9,2,77182.5,1226
480,65,69,10,7,61857,1522
480,70,74,9,5,45588,1709
480,75,79,6,2,25226.5,1444
480,80,84,3,2,14044.5,1244
480,85,999,3,3,11470,1851
484,0,4,0,0,10375479.5,28308
484,5,9,0,0,10933111.5,2978
484,10,14,0,2,11245088,3570
484,15,19,6,0,11190985.5,10435
484,20,24,15,3,10951830.5,17686
484,25,29,14,3,10599014.5,21384
484,30,34,30,9,10114950,22538
484,35,39,33,9,9210778.5,24315
484,40,44,66,21,8409909.5,28690
484,45,49,95,30,7804505.5,37687
484,50,54,133,46,7023129,47299
484,55,59,170,69,5971279,60584
484,60,64,195,79,4821623.5,71441
484,65,69,218,85,3640248.5,76294
484,70,74,193,86,2631142.5,82569
484,75,79,154,81,1796176.5,89297
484,80,84,115,66,1114689,90411
484,85,999,123,66,779176.5,123143
496,0,4,0,0,364182,923
496,5,9,0,0,410735.5,88
496,10,14,0,0,338566,94
496,15,19,0,0,234016,161
496,20,24,0,0,220700.5,202
496,25,29,0,1,243614,303
496,30,34,0,0,286870.5,515
496,35,39,0,0,267371.5,797
496,40,44,1,1,225498,1038
496,45,49,4,0,202348.5,1437
496,50,54,4,2,172863.5,1684
496,55,59,6,5,148100.5,2077
496,60,64,6,1,114838.5,2082
496,65,69,6,6,68726,1808
496,70,74,4,2,37645.5,1568
496,75,79,3,3,25176,1686
496,80,84,2,3,14848,1597
496,85,999,3,2,9914.5,2021
498,0,4,0,0,185336.5,466
498,5,9,0,0,226415.5,38
498,10,14,0,0,200675,45
498,15,19,0,0,171443,94
498,20,24,0,0,145762,113
498,25,29,1,0,181475,182
498,30,34,1,0,232042.5,371
498,35,39,7,3,246968,582
498,40,44,14,6,206044,837
498,45,49,22,13,194437,1238
498,50,54,30,19,180362,1558
498,55,59,37,25,189515.5,2496
498,60,64,48,29,219954,4376
498,65,69,44,25,181344.5,5297
498,70,74,40,21,144311.5,6323
498,75,79,16,8,55762.5,4173
498,80,84,11,6,46575.5,5272
498,85,999,5,4,31560.5,6271
499,0,4,0,0,35986.5,34
499,5,9,0,0,38099,10
499,10,14,0,0,39448.5,9
499,15,19,0,0,37317.5,20
499,20,24,0,0,37669,19
499,25,29,0,0,37730.5,17
499,30,34,1,0,37633,32
499,35,39,1,0,42731,61
499,40,44,2,1,43060.5,81
499,45,49,2,1,40728,116
499,50,54,0,0,38891.5,199
499,55,59,1,1,40076.5,351
499,60,64,0,0,39889,591
499,65,69,7,3,36670,876
499,70,74,4,2,28339,1058
499,75,79,3,1,16302,947
499,80,84,2,1,13602.5,1235
499,85,999,2,1,10473.5,1676
504,0,4,0,0,3210598,10959
504,5,9,0,0,3290921,959
504,10,14,2,0,3354958.5,822
504,15,19,3,1,3072819,1405
504,20,24,1,0,2921431,1882
504,25,29,6,4,2887515.5,1984
504,30,34,11,7,2916255,2351
504,35,39,13,3,2803013,3021
504,40,44,26,7,2540561.5,4175
504,45,49,43,17,2259065,6306
504,50,54,68,28,1968657,9080
504,55,59,98,46,1764587,13702
504,60,64,120,61,1535339.5,19523
504,65,69,107,59,1195631,25802
504,70,74,66,35,776952.5,28297
504,75,79,48,28,462960,28303
504,80,84,50,43,245632.5,25666
504,85,999,43,47,122167,23755
508,0,4,0,0,5547107,81122
508,5,9,0,0,4866223.5,6176
508,10,14,53,21,4266737,4217
508,15,19,6,4,3525150,5769
508,20,24,0,0,3063043.5,7354
508,25,29,3,2,2532238.5,7432
508,30,34,8,5,2075976,7593
508,35,39,15,9,1659895,7906
508,40,44,28,20,1319301.5,8278
508,45,49,30,15,1026938.5,8720
508,50,54,17,13,824286.5,9909
508,55,59,14,13,573520,9345
508,60,64,22,16,470239,10943
508,65,69,19,15,399803,14460
508,70,74,12,10,273822.5,16878
508,75,79,7,7,146644,15053
508,80,84,4,4,62451,9974
508,85,999,2,2,22869.5,5791
512,0,4,0,0,435437,831
512,5,9,0,0,452609.5,110
512,10,14,0,0,352259.5,111
512,15,19,0,0,265237.5,106
512,20,24,0,0,338366,129
512,25,29,1,0,524389.5,222
512,30,34,3,2,615301,337
512,35,39,9,1,568472.5,358
512,40,44,11,5,412650.5,425
512,45,49,13,4,270495.5,405
512,50,54,11,5,175489.5,436
512,55,59,9,5,114876.5,543
512,60,64,8,4,78933.5,701
512,65,69,4,2,49347,816
512,70,74,2,1,34315,1020
512,75,79,2,0,21962.5,1150
512,80,84,2,2,12253,1083
512,85,999,0,0,7830.5,1291
516,0,4,0,0,408907,3034
516,5,9,0,0,362886,305
516,10,14,0,0,311047,220
516,15,19,1,0,268167,351
516,20,24,0,0,260692.5,547
516,25,29,4,0,251376.5,766
516,30,34,1,0,226929,950
516,35,39,3,0,183349.5,1075
516,40,44,6,2,151885.5,1224
516,45,49,10,3,124983.5,1381
516,50,54,13,4,97996,1477
516,55,59,16,6,77726.5,1576
516,60,64,15,8,61907.5,1775
516,65,69,12,8,40832.5,1676
516,70,74,8,6,28029,1611
516,75,79,8,6,17804.5,1424
516,80,84,6,6,9364,1066
516,85,999,4,4,5779,1130
524,0,4,0,0,2806206.5,16030
524,5,9,0,0,2863925,1964
524,10,14,0,0,2928696.5,1646
524,15,19,2,0,3070256,3027
524,20,24,6,4,2985868,4121
524,25,29,7,4,2670136.5,4012
524,30,34,17,7,2228180.5,3897
524,35,39,28,11,1959421,4423
524,40,44,55,20,1704730.5,5445
524,45,49,86,41,1471957.5,7228
524,50,54,113,61,1259337.5,9469
524,55,59,124,73,1035642.5,12277
524,60,64,118,72,889458,16714
524,65,69,119,72,729511,22115
524,70,74,111,65,543757.5,27033
524,75,79,90,43,335790,27361
524,80,84,56,17,164029.5,21886
524,85,999,27,7,68532,16045
528,0,4,0,0,885957.5,696
528,5,9,0,0,904051,57
528,10,14,0,0,958498.5,71
528,15,19,0,0,1023658,178
528,20,24,3,0,1164090.5,325
528,25,29,4,0,1180131.5,369
528,30,34,8,0,1191437.5,507
528,35,39,11,0,1111809,650
528,40,44,25,2,1064416,982
528,45,49,52,5,1079722,1627
528,50,54,108,13,1292014,3305
528,55,59,167,24,1294259,5490
528,60,64,213,32,1191167,8162
528,65,69,234,40,1029583,11493
528,70,74,250,51,931835,16746
528,75,79,219,52,738852.5,23381
528,80,84,145,44,463086.5,27087
528,85,999,129,50,399852.5,65694
540,0,4,0,0,20730.5,50
540,5,9,0,0,20748,2
540,10,14,0,0,21004.5,3
540,15,19,0,0,21350.5,12
540,20,24,0,0,20454,19
540,25,29,0,0,19566,22
540,30,34,0,0,21480,27
540,35,39,0,0,21250.5,30
540,40,44,0,0,20077,50
540,45,49,2,0,19914,70
540,50,54,3,0,19385.5,89
540,55,59,2,1,16595,105
540,60,64,3,1,13578,134
540,65,69,3,0,10345.5,137
540,70,74,2,0,8186.5,153
540,75,79,1,0,6045,209
540,80,84,2,1,3815,302
540,85,999,0,0,2597.5,538
548,0,4,0,0,43864,163
548,5,9,0,0,41597.5,18
548,10,14,0,0,36112,15
548,15,19,0,0,29118,28
548,20,24,0,0,24976,33
548,25,29,0,0,25107,35
548,30,34,0,0,23481,39
548,35,39,0,0,20147,45
548,40,44,0,0,14022.5,45
548,45,49,2,2,13562.5,69
548,50,54,3,2,11337,88
548,55,59,0,0,9288.5,111
548,60,64,0,0,7442.5,135
548,65,69,0,0,5609.5,159
548,70,74,0,0,3598,166
548,75,79,0,0,1954,148
548,80,84,0,0,1006.5,123
548,85,999,0,0,823,199
554,0,4,0,0,299235,365
554,5,9,0,0,320131,44
554,10,14,0,0,337202,80
554,15,19,0,0,317439.5,199
554,20,24,1,0,327465,250
554,25,29,2,0,360443.5,202
554,30,34,3,0,387965.5,329
554,35,39,6,0,346414,275
554,40,44,10,1,316710.5,382
554,45,49,18,2,314966,733
554,50,54,29,4,333816.5,1025
554,55,59,39,7,320701,1358
554,60,64,48,13,305260,1869
554,65,69,48,12,259215.5,2720
554,70,74,49,11,220995,4215
554,75,79,43,17,161457.5,5084
554,80,84,31,16,108791.5,6140
554,85,999,32,20,93525.5,15846
558,0,4,0,0,660178.5,2017
558,5,9,0,0,669231,161
558,10,14,0,0,666023,187
558,15,19,0,0,639857,385
558,20,24,0,0,618484.5,616
558,25,29,0,0,601275,727
558,30,34,2,1,557963.5,830
558,35,39,2,1,487764.5,969
558,40,44,4,2,421629,1241
558,45,49,2,1,356990.5,1413
558,50,54,6,4,291871,1605
558,55,59,4,2,230055,2082
558,60,64,4,3,176687.5,2538
558,65,69,5,4,134574.5,2936
558,70,74,2,2,100298,2929
558,75,79,2,2,61314.5,3111
558,80,84,1,1,37297.5,3684
558,85,999,3,2,19159,4142
562,0,4,0,0,4564725,121430
562,5,9,0,0,3985158,7176
562,10,14,8,0,3429428,4088
562,15,19,6,4,2839780,5095
562,20,24,6,4,2275105,5839
562,25,29,0,0,1773473,4911
562,30,34,9,7,1398044.5,4487
562,35,39,10,7,1149447.5,4428
562,40,44,10,7,953373,4835
562,45,49,12,8,765513.5,5138
562,50,54,13,10,623501,6052
562,55,59,17,14,510112.5,7127
562,60,64,21,16,398673,8606
562,65,69,22,18,289777,9882
562,70,74,22,17,188612,10901
562,75,79,15,13,109193.5,10797
562,80,84,8,7,45006,7542
562,85,999,3,3,13050.5,3849
566,0,4,0,0,33327207,787808
566,5,9,0,0,31639870.5,223615
566,10,14,47,24,28650154.5,108139
566,15,19,53,18,24573894,111478
566,20,24,44,22,20282224,120612
566,25,29,0,0,16788444,110237
566,30,34,44,17,14140249,102739
566,35,39,51,21,12275082.5,100978
566,40,44,45,18,10592486,101752
566,45,49,27,16,8501087.5,94468
566,50,54,107,57,6555096,94388
566,55,59,145,83,5138482,98295
566,60,64,169,114,3974368.5,110988
566,65,69,210,156,2904796,122622
566,70,74,225,176,1913840.5,125989
566,75,79,159,144,1160643,117907
566,80,84,73,70,528977.5,83100
566,85,999,23,23,203993,52299
578,0,4,0,0,278902.5,120
578,5,9,0,0,307122.5,25
578,10,14,0,0,329962,27
578,15,19,0,0,322051,73
578,20,24,1,0,334433,112
578,25,29,1,0,367426.5,170
578,30,34,1,0,390249.5,172
578,35,39,4,0,366942.5,212
578,40,44,8,0,353287,338
578,45,49,16,2,361742.5,504
578,50,54,29,3,379572,879
578,55,59,43,6,351201.5,1259
578,60,64,55,8,313670,1841
578,65,69,68,12,286760.5,2882
578,70,74,77,16,255776,4391
578,75,79,75,18,214600,6484
578,80,84,51,15,124833,6850
578,85,999,54,19,118269.5,19273
586,0,4,0,0,31524855.5,417327
586,5,9,0,0,30227948,22652
586,10,14,42,20,29171386,17553
586,15,19,37,24,25398966,26162
586,20,24,105,93,22928288,33676
586,25,29,306,158,19741677.5,31344
586,30,34,715,351,17203852.5,31536
586,35,39,1151,657,14647052,34616
586,40,44,1589,978,11949081.5,39838
586,45,49,1926,1231,9781514,49789
586,50,54,2206,1460,8237681,64419
586,55,59,2313,1552,7078848,86153
586,60,64,2082,1383,5789332.5,110114
586,65,69,1425,963,4203139.5,127798
586,70,74,896,631,2719331.5,135584
586,75,79,606,403,1826099.5,149486
586,80,84,335,194,888707,119391
586,85,999,181,83,382907,89847
591,0,4,0,0,365940,1188
591,5,9,0,0,388121,91
591,10,14,0,0,375619,131
591,15,19,0,0,360822,224
591,20,24,0,0,351588,415
591,25,29,1,0,340128,406
591,30,34,1,0,328454.5,450
591,35,39,1,0,313904.5,430
591,40,44,2,0,286481,521
591,45,49,4,1,268606,669
591,50,54,0,1,247701.5,878
591,55,59,4,2,215152.5,1246
591,60,64,8,3,172470,1383
591,65,69,11,6,134484.5,1714
591,70,74,8,2,99940.5,2017
591,75,79,10,7,69590.5,2263
591,80,84,3,3,45323,2333
591,85,999,7,6,36446.5,4551
598,0,4,0,0,1222355.5,10531
598,5,9,0,0,1163648,1095
598,10,14,0,0,1094820.5,855
598,15,19,0,0,1020967.5,1633
598,20,24,0,0,944320,2067
598,25,29,0,0,868523,2035
598,30,34,0,0,794441.5,2218
598,35,39,19,6,692555,2581
598,40,44,61,10,592383.5,3129
598,45,49,220,35,504180,3935
598,50,54,272,65,410522,4762
598,55,59,143,55,326510,5645
598,60,64,155,68,236644,6240
598,65,69,139,55,152846,6149
598,70,74,69,43,93394,5823
598,75,79,45,21,51274,4972
598,80,84,29,13,23399.5,3473
598,85,999,0,1,10385.5,2706
600,0,4,0,0,681706.5,2402
600,5,9,0,0,663184.5,164
600,10,14,0,0,610670,197
600,15,19,0,0,581046,544
600,20,24,0,0,596511.5,755
600,25,29,3,0,598316,770
600,30,34,3,0,567199,854
600,35,39,5,1,503027.5,1169
600,40,44,8,2,407626.5,1313
600,45,49,11,4,335817,1600
600,50,54,16,6,303880,2168
600,55,59,18,8,275105,3272
600,60,64,15,8,215136,3991
600,65,69,15,8,158403,4243
600,70,74,10,4,114768,4538
600,75,79,7,4,77187,5110
600,80,84,5,4,42886,4522
600,85,999,5,4,27994.5,5377
604,0,4,0,0,2697090,8263
604,5,9,0,0,2737386.5,919
604,10,14,2,0,2855759.5,1155
604,15,19,2,0,2864084.5,2139
604,20,24,12,1,2770232.5,2823
604,25,29,10,3,2760149.5,3545
604,30,34,11,4,2693090.5,3727
604,35,39,24,6,2476240.5,4345
604,40,44,35,8,2208692.5,5107
604,45,49,41,20,2021859.5,6275
604,50,54,48,16,1760430.5,7873
604,55,59,55,17,1461549,10095
604,60,64,75,27,1219459.5,12247
604,65,69,103,42,991588.5,15085
604,70,74,89,43,773308.5,18129
604,75,79,68,30,536796,21562
604,80,84,59,32,353192,23662
604,85,999,63,45,294528.5,66934
608,0,4,0,0,10098659,52758
608,5,9,0,0,11581473.5,5710
608,10,14,5,0,11746759,5260
608,15,19,5,1,11031403.5,8813
608,20,24,9,1,10733439,12640
608,25,29,18,3,10017729,15543
608,30,34,28,9,9078052.5,18171
608,35,39,41,12,7783971.5,21803
608,40,44,61,32,6967236.5,28017
608,45,49,99,41,5881033.5,35759
608,50,54,164,77,5252125.5,47684
608,55,59,241,111,4437605,58555
608,60,64,298,143,3609549.5,72666
608,65,69,313,157,2623165.5,82821
608,70,74,266,154,1685133,85094
608,75,79,182,127,826920.5,66019
608,80,84,110,91,411298.5,52347
608,85,999,76,73,198784,44450
616,0,4,0,0,1821562,1267
616,5,9,0,0,1959879,172
616,10,14,0,0,2100695.5,218
616,15,19,1,0,1851656.5,617
616,20,24,6,0,1920844,1036
616,25,29,10,0,2342110.5,1568
616,30,34,22,0,2773693,2595
616,35,39,61,21,3208196,4177
616,40,44,147,56,3174015.5,6168
616,45,49,255,123,2831890.5,8974
616,50,54,338,170,2353333.5,12236
616,55,59,435,234,2230181.5,18736
616,60,64,592,294,2517015,33512
616,65,69,695,313,2508218,49341
616,70,74,653,280,2029108,55571
616,75,79,387,170,1131530,45233
616,80,84,264,147,805530,53480
616,85,999,215,160,826280.5,126652
620,0,4,0,0,426770.5,344
620,5,9,0,0,432898.5,58
620,10,14,0,0,494781.5,63
620,15,19,1,0,526052,129
620,20,24,1,0,561785.5,203
620,25,29,6,0,545885,221
620,30,34,17,1,564843.5,375
620,35,39,33,5,624571,507
620,40,44,64,14,733497,928
620,45,49,103,28,811038,1807
620,50,54,127,38,759767.5,2741
620,55,59,145,46,748014,4186
620,60,64,153,47,719572,6068
620,65,69,152,46,662189,7907
620,70,74,153,51,610302,10935
620,75,79,130,49,486811,14757
620,80,84,101,46,351532.5,20273
620,85,999,107,57,356762,54010
624,0,4,0,0,294521,4573
624,5,9,0,0,282159.5,458
624,10,14,0,0,259314.5,304
624,15,19,0,0,228133.5,397
624,20,24,0,0,197514.5,486
624,25,29,0,0,171049,498
624,30,34,0,0,146603,517
624,35,39,0,0,126559,569
624,40,44,1,0,103445.5,602
624,45,49,1,0,85573,656
624,50,54,2,0,62966,671
624,55,59,2,2,45699,675
624,60,64,2,2,36924.5,814
624,65,69,1,1,28660,960
624,70,74,2,2,18778.5,996
624,75,79,0,0,10169.5,849
624,80,84,0,0,4954.5,640
624,85,999,0,0,2504.5,543
626,0,4,0,0,162124.5,1527
626,5,9,0,0,162149,149
626,10,14,0,0,152711.5,112
626,15,19,0,0,159117.5,196
626,20,24,0,0,139044,241
626,25,29,0,0,113971.5,215
626,30,34,0,0,96317,209
626,35,39,0,0,82254,227
626,40,44,0,0,55939.5,212
626,45,49,0,0,54600,313
626,50,54,0,0,49918.5,428
626,55,59,1,1,37491.5,493
626,60,64,2,2,29643,606
626,65,69,2,2,22149,725
626,70,74,2,2,23879.5,1275
626,75,79,2,2,17657,1491
626,80,84,1,1,7754.5,1064
626,85,999,0,0,2574,602
630,0,4,0,0,100204.5,117
630,5,9,0,0,134203,13
630,10,14,0,0,166442,14
630,15,19,0,0,190995,97
630,20,24,0,0,208880.5,238
630,25,29,0,0,193655.5,300
630,30,34,0,0,185312,354
630,35,39,2,0,184474.5,415
630,40,44,5,0,205983,559
630,45,49,9,1,211896,684
630,50,54,15,2,222558,1007
630,55,59,22,3,233375.5,1502
630,60,64,25,6,231153,2073
630,65,69,25,8,217176.5,2772
630,70,74,24,6,194297.5,3832
630,75,79,21,6,157242,5170
630,80,84,16,6,104091.5,5771
630,85,999,18,9,99028.5,12313
634,0,4,0,0,155426.5,155
634,5,9,0,0,154806,27
