"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
634,35,39,7,2,410626.5,145
634,40,44,2,0,279784.5,167
634,45,49,11,4,187377,211
634,50,54,7,2,115081.5,242
634,55,59,3,1,68788.5,271
634,60,64,13,5,37667.5,266
634,65,69,6,3,16500.5,202
634,70,74,3,1,8065.5,179
634,75,79,2,2,4311,177
634,80,84,1,1,2587.5,193
634,85,999,1,1,1434.5,221
638,0,4,0,0,73948,118
638,5,9,0,0,76012,6
638,10,14,0,0,75994.5,5
638,15,19,0,0,76453,5
638,20,24,0,0,64545,10
638,25,29,0,0,57469,11
638,30,34,0,0,55142,18
638,35,39,1,0,56145,26
638,40,44,3,0,59081,54
638,45,49,5,0,63961.5,111
638,50,54,9,1,67897,199
638,55,59,14,2,60413.5,304
638,60,64,17,6,49176,396
638,65,69,18,5,39627.5,525
638,70,74,17,5,27421,561
638,75,79,13,3,20070,623
638,80,84,9,4,14095,758
638,85,999,8,10,11968.5,1406
642,0,4,0,0,1047466,1484
642,5,9,0,0,1015306,123
642,10,14,0,0,1061507,116
642,15,19,0,0,1029268.5,211
642,20,24,2,0,1025350,324
642,25,29,14,0,1126826.5,480
642,30,34,3,2,1389465,899
642,35,39,19,6,1346624.5,1285
642,40,44,92,26,1552440,2623
642,45,49,221,65,1508925,4751
642,50,54,452,145,1427655,7871
642,55,59,515,149,1097268,10912
642,60,64,768,290,1316794,20313
642,65,69,1011,441,1191900.5,27106
642,70,74,937,471,857092.5,27313
642,75,79,619,369,638667,33268
642,80,84,463,356,518050,44267
642,85,999,353,351,373605.5,64062
643,0,4,0,0,8842882.5,8651
643,5,9,0,0,9073492,1261
643,10,14,0,0,7822930.5,856
643,15,19,3,2,7049208.5,1987
643,20,24,17,6,7125707.5,4478
643,25,29,47,17,9905491.5,9969
643,30,34,63,57,12696541,21621
643,35,39,213,121,11854820,32210
643,40,44,561,105,10608774.5,43961
643,45,49,1032,346,9744244.5,53826
643,50,54,1648,681,8848688.5,69657
643,55,59,2894,1310,10548794.5,121489
643,60,64,5189,2444,9894910,174221
643,65,69,5879,3039,7990096,230067
643,70,74,5177,3108,4963747,183854
643,75,79,2336,1606,3356370,191309
643,80,84,2422,1926,3307661,282834
643,85,999,1484,1412,2107927,349240
646,0,4,0,0,1830569.5,16307
646,5,9,0,0,1672299.5,1482
646,10,14,0,0,1599961.5,1163
646,15,19,0,0,1398780.5,1790
646,20,24,3,2,1174056.5,2257
646,25,29,6,5,1058447.5,2557
646,30,34,6,5,985552.5,3061
646,35,39,10,6,826003,3423
646,40,44,13,9,562057,3120
646,45,49,16,11,428005.5,3272
646,50,54,19,12,343278.5,3728
646,55,59,27,18,315262.5,4801
646,60,64,27,19,248731,5583
646,65,69,21,15,169428,5700
646,70,74,13,11,98638,5164
646,75,79,7,6,63348.5,5205
646,80,84,4,4,36342.5,4652
646,85,999,3,3,24266,5551
662,0,4,0,0,10584,30
662,5,9,0,0,10799,5
662,10,14,0,0,12380,5
662,15,19,0,0,13847,10
662,20,24,0,0,15782.5,15
662,25,29,0,0,16112,15
662,30,34,0,0,14641.5,18
662,35,39,0,0,13697,23
662,40,44,0,0,12711,33
662,45,49,0,0,12395.5,50
662,50,54,0,0,12021,78
662,55,59,2,1,10239.5,104
662,60,64,3,1,7787.5,123
662,65,69,1,0,5546,139
662,70,74,0,0,4248.5,172
662,75,79,1,1,2868,190
662,80,84,1,1,1709.5,186
662,85,999,0,0,1214,243
678,0,4,0,0,30633.5,99
678,5,9,0,0,29681.5,17
678,10,14,0,0,27949,16
678,15,19,0,0,23036.5,34
678,20,24,0,0,17455.5,38
678,25,29,0,0,14432,35
678,30,34,0,0,13490.5,39
678,35,39,0,0,13419,50
678,40,44,0,0,11137.5,57
678,45,49,0,0,8616.5,64
678,50,54,0,0,6826.5,74
678,55,59,0,0,5719.5,90
678,60,64,1,1,4102,95
678,65,69,0,0,2937,99
678,70,74,0,0,1943,98
678,75,79,0,0,1630.5,126
678,80,84,0,0,1058,127
678,85,999,0,0,531,108
682,0,4,0,0,3196068,4955
682,5,9,0,0,3200265,528
682,10,14,0,0,2913756,505
682,15,19,2,0,2751478,1241
682,20,24,6,6,2740956,1666
682,25,29,19,4,3162578,2020
682,30,34,40,17,3120585.5,2413
682,35,39,88,37,3586259.5,3827
682,40,44,168,74,3645847,6047
682,45,49,247,109,2805182,7639
682,50,54,261,119,1960388.5,8855
682,55,59,243,117,1218883.5,8956
682,60,64,209,99,704283,8331
682,65,69,159,75,329705.5,6108
682,70,74,92,52,191814.5,5636
682,75,79,58,40,142866,7343
682,80,84,39,32,101915.5,8773
682,85,999,27,27,54530.5,10002
686,0,4,0,0,2495653,21010
686,5,9,0,0,2285167,2595
686,10,14,1,1,1992899,1656
686,15,19,1,1,1697785,2090
686,20,24,6,5,1430666.5,2560
686,25,29,13,9,1243498,2406
686,30,34,16,10,1078256.5,2501
686,35,39,19,12,905433,2484
686,40,44,21,13,732704.5,2707
686,45,49,22,13,568253.5,2844
686,50,54,24,16,443761,3303
686,55,59,25,17,348274.5,3785
686,60,64,25,18,270825.5,4625
686,65,69,25,19,207426,5737
686,70,74,21,18,145394,7123
686,75,79,16,14,93623,8112
686,80,84,11,10,45352,6840
686,85,999,6,5,15809.5,4243
688,0,4,0,0,350143.5,403
688,5,9,0,0,354820.5,32
688,10,14,0,0,335875.5,22
688,15,19,0,0,386547.5,55
688,20,24,0,0,399155,106
688,25,29,2,0,447419.5,157
688,30,34,3,2,504127.5,272
688,35,39,10,3,526890.5,436
688,40,44,39,10,559703.5,791
688,45,49,107,35,522881,1334
688,50,54,191,67,507504.5,2362
688,55,59,296,116,500712.5,4228
688,60,64,390,163,484992,6811
688,65,69,457,211,495470.5,11470
688,70,74,454,248,390269.5,14202
688,75,79,312,207,285320.5,17272
688,80,84,211,171,208686.5,20051
688,85,999,139,142,140535.5,24147
694,0,4,0,0,1162677,27821
694,5,9,0,0,1082931,2320
694,10,14,0,0,986854.5,1409
694,15,19,0,0,886306.5,1892
694,20,24,0,0,758497,2070
694,25,29,1,1,639195.5,1801
694,30,34,1,0,541910.5,1739
694,35,39,0,0,451989.5,1820
694,40,44,0,0,375206.5,1996
694,45,49,0,0,308036,2244
694,50,54,0,0,251609,2661
694,55,59,1,1,198953.5,3081
694,60,64,1,1,149494.5,3650
694,65,69,0,0,105787,4065
694,70,74,0,0,75248.5,4784
694,75,79,0,0,43996,4435
694,80,84,0,0,20045,3122
694,85,999,1,1,8091,2051
702,0,4,0,0,247025,105
702,5,9,0,0,225560.5,11
702,10,14,0,0,243564,10
702,15,19,0,0,289006.5,21
702,20,24,1,0,417397.5,52
702,25,29,4,0,437720,67
702,30,34,7,1,444136.5,104
702,35,39,13,6,467003.5,175
702,40,44,33,9,481256.5,310
702,45,49,67,19,491820,609
702,50,54,111,35,477403.5,1125
702,55,59,174,57,488443,1982
702,60,64,245,90,440626.5,2960
702,65,69,281,119,328423,3703
702,70,74,218,102,164882,2835
702,75,79,123,70,93482,2709
702,80,84,90,63,70336,3481
702,85,999,104,87,58319,6388
703,0,4,0,0,292985,351
703,5,9,0,0,291459,32
703,10,14,0,0,276596,41
703,15,19,0,0,263740,87
703,20,24,1,0,297184.5,153
703,25,29,2,0,374022,214
703,30,34,4,1,415686.5,328
703,35,39,10,2,439399.5,523
703,40,44,19,8,453896.5,774
703,45,49,55,17,389991.5,1166
703,50,54,91,29,349389,1834
703,55,59,157,54,357067,2892
703,60,64,241,92,362629.5,4736
703,65,69,322,138,324592.5,6076
703,70,74,306,156,225752.5,6420
703,75,79,208,129,157299,6906
703,80,84,140,109,99701,7530
703,85,999,109,107,82533,13074
704,0,4,0,0,7481736.5,32058
704,5,9,0,0,7370019,6532
704,10,14,3,0,7041759,4585
704,15,19,8,1,6930340,8077
704,20,24,21,2,7166514.5,11995
704,25,29,131,33,8281020,14646
704,30,34,71,29,8006907.5,15306
704,35,39,127,64,7725996,16731
704,40,44,289,90,7153116.5,20304
704,45,49,519,188,6271262.5,22842
704,50,54,878,335,5285584,29635
704,55,59,1325,508,4987443.5,37643
704,60,64,1670,677,4342338.5,51778
704,65,69,1569,731,3132569,60196
704,70,74,993,578,1823502,56136
704,75,79,589,408,1201834.5,61955
704,80,84,419,340,850325,72780
704,85,999,481,464,724448.5,119115
705,0,4,0,0,104222.5,51
705,5,9,0,0,112354.5,5
705,10,14,0,0,104292,5
705,15,19,0,0,95888.5,8
705,20,24,0,0,106623.5,14
705,25,29,1,0,118849,22
705,30,34,2,0,140999,38
705,35,39,3,0,155862,66
705,40,44,10,2,159811,125
705,45,49,20,4,148956,211
705,50,54,35,8,153924,424
705,55,59,58,15,150041,748
705,60,64,77,23,145033.5,1272
705,65,69,103,36,133065,1918
705,70,74,105,45,93454,2029
705,75,79,79,44,78711,2773
705,80,84,69,47,57793,3444
705,85,999,63,55,53022,7444
706,0,4,0,0,3038211,82200
706,5,9,0,0,2481097.5,10766
706,10,14,2,2,2062603,5090
706,15,19,0,0,1733467,5768
706,20,24,9,6,1434620.5,6742
706,25,29,13,9,1068719,5470
706,30,34,12,8,926517.5,5112
706,35,39,14,10,763435,4690
706,40,44,19,14,602721.5,4429
706,45,49,26,20,483472.5,4206
706,50,54,33,26,394631.5,4599
706,55,59,38,31,320388,4951
706,60,64,39,33,254635.5,5842
706,65,69,34,31,191628,6754
706,70,74,24,24,114606,6357
706,75,79,16,16,64729,5673
706,80,84,8,8,32398.5,4463
706,85,999,5,5,13419.5,3121
710,0,4,0,0,5754145.5,42975
710,5,9,0,0,5657268.5,3123
710,10,14,2,0,5285866.5,3209
710,15,19,6,2,4512265,6714
710,20,24,16,4,4950912.5,12940
710,25,29,56,14,5575847,21552
710,30,34,88,25,5601315,28306
710,35,39,178,43,4514351.5,27829
710,40,44,212,45,3036052,23846
710,45,49,261,64,3038416.5,30570
710,50,54,324,92,3030501,39622
710,55,59,394,118,2150885,36796
710,60,64,391,143,1523027,35688
710,65,69,394,153,1302637.5,42029
710,70,74,381,129,957238,42147
710,75,79,287,120,590091.5,35366
710,80,84,166,105,326508,27527
710,85,999,78,75,279727,40092
716,0,4,0,0,2281740,25642
716,5,9,0,0,2203376,2885
716,10,14,1,1,1882282,2031
716,15,19,1,0,1759205.5,3371
716,20,24,2,2,1416807,4480
716,25,29,4,2,1129591.5,5127
716,30,34,14,9,1077109,6625
716,35,39,11,3,1008525.5,8239
716,40,44,15,3,717825.5,7420
716,45,49,19,5,503168.5,6498
716,50,54,22,12,341029.5,5631
716,55,59,28,17,265237,5631
716,60,64,32,20,254979,7476
716,65,69,38,26,224848.5,9016
716,70,74,36,27,137699,7472
716,75,79,29,26,81065.5,6050
716,80,84,20,19,40179.5,4357
716,85,999,10,10,29939,5794
724,0,4,0,0,2039747,1146
724,5,9,0,0,2343586.5,138
724,10,14,0,0,2520371.5,206
724,15,19,2,0,2366016.5,370
724,20,24,5,0,2320183,530
724,25,29,10,0,2535038,722
724,30,34,27,2,2790023.5,1022
724,35,39,65,7,3380798,1787
724,40,44,179,32,3969748,3122
724,45,49,461,89,3845123.5,5689
724,50,54,862,164,3653303,9753
724,55,59,1308,249,3320822.5,14268
724,60,64,1638,323,2863242.5,19000
724,65,69,1810,412,2419015,23588
724,70,74,2035,576,2206150.5,33128
724,75,79,1833,700,1695304,41810
724,80,84,1198,666,1323370.5,63440
724,85,999,1283,1094,1539528.5,196746
728,0,4,0,0,1637641,32352
728,5,9,0,0,1753233,10437
728,10,14,1,0,1454272,4791
728,15,19,2,0,1197641,4878
728,20,24,6,3,721089.5,3992
728,25,29,8,4,570455,3465
728,30,34,6,4,515441.5,3422
728,35,39,8,4,560085.5,4187
728,40,44,10,6,530430,4676
728,45,49,14,10,444718,4565
728,50,54,17,12,335960.5,4506
728,55,59,20,15,253783,4514
728,60,64,20,16,186100.5,4845
728,65,69,17,15,125270,4946
728,70,74,13,13,86624.5,5380
728,75,79,10,10,48472,4645
728,80,84,6,6,20555.5,3059
728,85,999,3,3,5893.5,1329
729,0,4,0,0,6817751,86470
729,5,9,0,0,5923730.5,12687
729,10,14,16,0,5084465,6860
729,15,19,49,30,4461444.5,9010
729,20,24,54,31,3962289,11200
729,25,29,52,32,3511709.5,10808
729,30,34,48,26,3093623.5,10391
729,35,39,39,16,2565134.5,9723
729,40,44,30,9,1882599.5,9003
729,45,49,40,11,1430325,8401
729,50,54,47,17,1169252.5,9844
729,55,59,64,25,1027098,11586
729,60,64,84,39,904403.5,15895
729,65,69,89,51,669829.5,18751
729,70,74,81,62,395291.5,17945
729,75,79,64,66,193465,14289
729,80,84,41,55,88642,10693
729,85,999,28,46,51039,11310
740,0,4,0,0,54028,199
740,5,9,0,0,53823.5,10
740,10,14,0,0,54895.5,14
740,15,19,0,0,54693,31
740,20,24,0,0,50251.5,49
740,25,29,0,0,44974,65
740,30,34,0,0,44286.5,87
740,35,39,1,0,42595.5,114
740,40,44,0,0,36429.5,141
740,45,49,3,1,37211.5,215
740,50,54,2,1,34288,320
740,55,59,3,1,29522,395
740,60,64,1,0,21693.5,434
740,65,69,1,1,15586.5,441
740,70,74,6,3,10454,390
740,75,79,2,1,7611,439
740,80,84,2,1,4437,386
740,85,999,1,0,3520,503
748,0,4,0,0,143332,1464
748,5,9,0,0,141930.5,149
748,10,14,0,0,134465,125
748,15,19,0,0,120679,223
748,20,24,0,0,108488.5,356
748,25,29,0,0,110827.5,551
748,30,34,1,1,96876,682
748,35,39,1,1,77162.5,747
748,40,44,2,2,55589,684
748,45,49,2,1,42805.5,652
748,50,54,1,1,36523,677
748,55,59,0,0,30765.5,696
748,60,64,1,1,25196,765
748,65,69,2,2,19914,807
748,70,74,1,0,12657.5,664
748,75,79,1,1,7019.5,497
748,80,84,0,0,3487.5,367
748,85,999,0,0,1894.5,373
752,0,4,0,0,600462.5,289
752,5,9,0,0,620144,33
752,10,14,0,0,601172.5,40
752,15,19,0,0,562227.5,133
752,20,24,1,0,593882,269
752,25,29,5,0,739677,344
752,30,34,4,2,702041,346
752,35,39,11,3,644308.5,405
752,40,44,31,7,633135,539
752,45,49,65,13,663040.5,790
752,50,54,115,24,683315.5,1385
752,55,59,193,42,607918.5,2124
752,60,64,253,62,566137.5,3409
752,65,69,336,96,544661.5,5426
752,70,74,418,150,561818.5,9230
752,75,79,433,197,414564,11590
752,80,84,273,164,267356.5,14010
752,85,999,230,193,262059,38340
756,0,4,0,0,437935,326
756,5,9,0,0,432932,34
756,10,14,0,0,418800,27
756,15,19,0,0,424051.5,85
756,20,24,1,0,481520,156
756,25,29,5,0,567572,162
756,30,34,4,0,609297.5,208
756,35,39,8,2,612916.5,269
756,40,44,29,5,585979.5,445
756,45,49,63,11,615408.5,737
756,50,54,127,24,666980.5,1335
756,55,59,203,41,620360.5,2077
756,60,64,234,51,510468,2888
756,65,69,243,63,429310.5,3909
756,70,74,259,86,399104.5,6092
756,75,79,250,107,314483,7741
756,80,84,180,98,222675.5,10470
756,85,999,172,126,225793.5,30828
760,0,4,0,0,1824959,8266
760,5,9,0,0,2610430,1175
760,10,14,1,0,2839467,1077
760,15,19,1,0,2465940,2510
760,20,24,2,0,1784801.5,3406
760,25,29,10,0,1158056.5,2295
760,30,34,19,14,1179975,2337
760,35,39,33,21,1212541.5,2683
760,40,44,10,11,1150536.5,3262
760,45,49,13,11,1009960,4175
760,50,54,37,24,824928.5,5056
760,55,59,42,23,635932,6128
760,60,64,22,4,497466,7474
760,65,69,74,43,365181.5,8984
760,70,74,36,24,252698,10363
760,75,79,66,48,151125.5,10314
760,80,84,60,45,83449,9586
760,85,999,67,50,50804,10836
762,0,4,0,0,1270462.5,8783
762,5,9,0,0,1173513,246
762,10,14,4,1,966499.5,242
762,15,19,4,4,881662,438
762,20,24,4,4,846687,734
762,25,29,4,3,829313.5,925
762,30,34,6,4,763192.5,1121
762,35,39,7,5,569998.5,1151
762,40,44,8,4,450951.5,1257
762,45,49,10,4,399568,1706
762,50,54,15,8,352784.5,2399
762,55,59,21,13,315561,3577
762,60,64,22,16,220184.5,3987
762,65,69,18,13,134041,3696
762,70,74,14,8,67262.5,3221
762,75,79,10,5,44375,3665
762,80,84,9,6,32234.5,4063
762,85,999,7,6,18712,4023
764,0,4,0,0,3556748,6139
764,5,9,0,0,4001844,906
764,10,14,3,0,4083107,1069
764,15,19,5,1,4295658,2377
764,20,24,16,2,5012389.5,4518
764,25,29,54,12,5051853,6250
764,30,34,42,21,5055028.5,8325
764,35,39,95,32,5275207.5,11013
764,40,44,235,68,5063434,14441
764,45,49,463,153,5310436.5,21234
764,50,54,789,284,5457805,30963
764,55,59,1125,417,5238472,40824
764,60,64,1401,545,4487202,50111
764,65,69,1461,651,3374608,53797
764,70,74,1234,683,2339485.5,54124
764,75,79,939,634,1595072,54539
764,80,84,670,548,1109087,55995
764,85,999,597,591,1000325.5,92467
768,0,4,0,0,1236813,17736
768,5,9,0,0,1126649,3606
768,10,14,0,0,992813,1862
768,15,19,0,0,856784,2453
768,20,24,1,1,729792,2927
768,25,29,4,3,639661,2725
768,30,34,4,4,558846,2608
768,35,39,3,3,482519.5,2556
768,40,44,6,4,409389,2638
768,45,49,10,6,332685,2654
768,50,54,12,8,264657.5,2945
768,55,59,13,9,206328,3259
768,60,64,12,8,157153,3889
768,65,69,9,6,114817,4468
768,70,74,8,5,74662,4870
768,75,79,7,6,39014.5,4285
768,80,84,4,3,15780,2868
768,85,999,2,2,4731,1439
780,0,4,0,0,96020,338
780,5,9,0,0,101937.5,23
780,10,14,0,0,100591,25
780,15,19,0,0,98213,59
780,20,24,1,0,100087,115
780,25,29,1,1,113966.5,175
780,30,34,2,0,136963.5,242
780,35,39,4,1,138400.5,320
780,40,44,7,0,113650.5,370
780,45,49,9,1,97914.5,473
780,50,54,11,4,91222.5,681
780,55,59,15,6,97504,1051
780,60,64,20,6,79547,1297
780,65,69,21,11,62375,1456
780,70,74,18,12,41149.5,1379
780,75,79,14,9,24781.5,1189
780,80,84,8,5,14043.5,1019
780,85,999,5,4,11588,1570
784,0,4,0,0,485514,638
784,5,9,0,0,498196.5,48
784,10,14,0,0,371527,36
784,15,19,0,0,361993.5,102
784,20,24,0,0,814606.5,301
784,25,29,2,0,1341349.5,462
784,30,34,6,2,1563932.5,630
784,35,39,5,1,1363234.5,789
784,40,44,8,8,962081.5,909
784,45,49,10,3,620624.5,1034
784,50,54,24,8,381815,1115
784,55,59,37,14,202881.5,993
784,60,64,38,16,108395,873
784,65,69,23,10,51982,687
784,70,74,13,6,28661,648
784,75,79,12,7,18471.5,764
784,80,84,6,5,23960.5,1714
784,85,999,4,4,12430.5,1814
788,0,4,0,0,1072264.5,3540
788,5,9,0,0,1037351.5,333
788,10,14,0,0,895228,296
788,15,19,0,0,811848.5,457
788,20,24,3,1,848750,718
788,25,29,7,7,950859,874
788,30,34,15,8,995398,983
788,35,39,24,5,928072,1229
788,40,44,37,10,863980,1642
788,45,49,49,17,759334.5,1958
788,50,54,69,25,719730.5,2904
788,55,59,92,34,643783,4202
788,60,64,102,38,518259.5,6092
788,65,69,103,43,370160.5,7268
788,70,74,84,41,261730,8271
788,75,79,62,41,185826.5,9718
788,80,84,51,44,112343.5,10111
788,85,999,45,50,74394,13496
792,0,4,0,0,6923644,13369
792,5,9,0,0,6622399.5,416
792,10,14,0,0,6407989.5,554
792,15,19,1,3,6472751,1196
792,20,24,17,11,6906030.5,2104
792,25,29,74,15,6798189,2814
792,30,34,64,45,6746473.5,3918
792,35,39,142,56,6473345.5,5544
792,40,44,295,94,5987530,8304
792,45,49,486,155,5349284,12097
792,50,54,720,222,4993830.5,19902
792,55,59,952,310,4012318.5,26922
792,60,64,1137,383,3150411.5,36337
792,65,69,1182,435,2498937,45828
792,70,74,1038,416,1788535.5,50374
792,75,79,771,413,1205483.5,57262
792,80,84,502,382,715281,63679
792,85,999,354,390,429250,74251
795,0,4,0,0,707671,6079
795,5,9,0,0,669913,217
795,10,14,1,0,541876,130
795,15,19,2,0,488677.5,269
795,20,24,2,2,521006.5,513
795,25,29,2,2,561792,723
795,30,34,4,4,529237,926
795,35,39,6,4,419577.5,1054
795,40,44,10,5,355559.5,1330
795,45,49,14,8,319358.5,1830
795,50,54,19,11,289451,2448
795,55,59,24,14,270787.5,3568
795,60,64,27,16,203783.5,3962
795,65,69,25,15,130493,3885
795,70,74,16,11,66636.5,3280
795,75,79,8,6,40730,3455
795,80,84,6,5,28379.5,3757
795,85,999,5,5,13490.5,3136
800,0,4,0,0,7328968,70906
800,5,9,0,0,6614420.5,6438
800,10,14,0,0,5899400.5,4856
800,15,19,0,0,5151082,7781
800,20,24,2,1,4348173,10458
800,25,29,18,13,3499504,11365
800,30,34,15,10,2618559,11286
800,35,39,27,16,1903175,11084
800,40,44,31,17,1503669.5,11569
800,45,49,46,33,1234979,12625
800,50,54,66,50,952867.5,13108
800,55,59,91,63,687315,12651
800,60,64,91,65,500297.5,13119
800,65,69,74,58,353221.5,14367
800,70,74,49,42,197170.5,13782
800,75,79,27,26,92682,10986
800,80,84,12,12,43893,8015
800,85,999,5,5,19702.5,5459
804,0,4,0,0,2002465.5,2728
804,5,9,0,0,2496853,354
804,10,14,0,0,2309755,263
804,15,19,0,1,1951675,472
804,20,24,4,2,2264323,1097
804,25,29,9,4,2964099.5,2136
804,30,34,23,13,3711320.5,4595
804,35,39,37,33,3599062.5,7173
804,40,44,152,40,3250576.5,11039
804,45,49,328,134,3094438,15228
804,50,54,607,267,2874156,20903
804,55,59,1061,483,3242712.5,35235
804,60,64,1716,832,2968950,50950
804,65,69,1849,994,2519311,70436
804,70,74,1674,1023,1656010.5,60696
804,75,79,812,551,1377919,80651
804,80,84,712,561,1208079,106301
804,85,999,285,301,719388,116272
807,0,4,0,0,111704.5,153
807,5,9,0,0,117495,11
807,10,14,0,0,113815,6
807,15,19,0,0,132046,12
807,20,24,0,0,144544,19
807,25,29,0,0,155059.5,34
807,30,34,0,1,162918,53
807,35,39,3,1,164174.5,83
807,40,44,8,2,153150.5,139
807,45,49,19,7,143333.5,257
807,50,54,34,13,142873.5,512
807,55,59,54,22,140436,953
807,60,64,72,31,131296,1592
807,65,69,80,39,112098.5,2303
807,70,74,69,40,80680,2867
807,75,79,45,32,55318.5,3444
807,80,84,27,23,34146.5,3591
807,85,999,15,15,19086.5,3736
818,0,4,0,0,12781825.5,50654
818,5,9,0,0,12178723,1814
818,10,14,3,0,10257827.5,2253
818,15,19,13,4,9368036.5,3065
818,20,24,36,18,8795093.5,4116
818,25,29,74,40,8649629.5,5831
818,30,34,111,53,8498396,7555
818,35,39,150,64,7489063,11172
818,40,44,176,71,6286182,14753
818,45,49,192,69,5245858.5,21424
818,50,54,201,71,4529256,36667
818,55,59,219,83,3744617.5,46412
818,60,64,217,95,2906506,63429
818,65,69,181,93,2064914.5,69089
818,70,74,143,86,1445710.5,77318
818,75,79,90,76,729210,62612
818,80,84,44,60,422125,57656
818,85,999,30,61,225696.5,53728
826,0,4,0,0,3847036.5,3078
826,5,9,0,0,4138184,270
826,10,14,0,0,3950855.5,341
826,15,19,2,0,3666429.5,824
826,20,24,11,1,4147189.5,1605
826,25,29,35,19,4514055.5,2152
826,30,34,41,49,4491208,2833
826,35,39,84,72,4399343,4121
826,40,44,220,119,4029140,5353
826,45,49,413,182,4404280.5,9734
826,50,54,886,332,4649428,14799
826,55,59,1480,501,4402236,20501
826,60,64,1911,673,3764718,27649
826,65,69,2156,922,3375057,39072
826,70,74,2590,1438,3314954.5,60506
826,75,79,2561,1818,2321230,72495
826,80,84,1851,1649,1711642.5,98068
826,85,999,2044,2221,1651671,221836
834,0,4,0,0,10082256.5,107887
834,5,9,0,0,8643595,9043
834,10,14,0,0,7705612.5,6223
834,15,19,0,0,6467915.5,8506
834,20,24,16,11,5209394.5,9749
834,25,29,14,9,4307534.5,9572
834,30,34,22,14,3828147,10530
834,35,39,27,18,3340857.5,12140
834,40,44,45,24,2680656,13208
834,45,49,53,26,2028166.5,13845
834,50,54,73,39,1531288,14999
834,55,59,86,47,1198091.5,16608
834,60,64,77,51,980737,20551
834,65,69,86,61,758562,24055
834,70,74,104,79,556164.5,27029
834,75,79,91,78,313148,22996
834,80,84,52,50,153030,16849
834,85,999,24,25,87422.5,16432
840,0,4,0,0,19848556,24594
840,5,9,0,0,20697075.5,2378
840,10,14,2,0,22092167.5,3315
840,15,19,18,2,21895122.5,10675
840,20,24,82,8,21871808.5,19739
840,25,29,143,35,23406927.5,26962
840,30,34,477,89,22842151.5,32828
840,35,39,1172,211,22296952.5,39741
840,40,44,2244,427,20694555.5,46030
840,45,49,3384,666,21244258.5,66527
840,50,54,5183,1069,21346434.5,100504
840,55,59,6397,1483,22347500.5,162436
840,60,64,7172,1865,20941063.5,220919
840,65,69,6495,1940,17500871.5,254883
840,70,74,5137,1848,13688595.5,294459
840,75,79,3692,1802,9272809,318592
840,80,84,2224,1539,6118866.5,348650
840,85,999,2108,2061,6213954,804911
854,0,4,0,0,3499131,67323
854,5,9,0,0,3160593.5,9220
854,10,14,0,0,2713724,4774
854,15,19,0,0,2239552,6039
854,20,24,0,0,1871080.5,7296
854,25,29,18,15,1571685.5,6492
854,30,34,0,0,1357445.5,6104
854,35,39,4,3,1131115.5,5777
854,40,44,20,16,890188,5561
854,45,49,0,0,677123,5254
854,50,54,25,19,543511.5,5851
854,55,59,0,0,432128.5,6574
854,60,64,0,0,326894.5,7719
854,65,69,0,0,227165,8417
854,70,74,0,0,162819.5,10333
854,75,79,15,12,95876.5,10165
854,80,84,0,0,39491,6962
854,85,999,0,0,12114,3600
858,0,4,0,0,218039,257
858,5,9,0,0,235058.5,31
858,10,14,0,0,238402,41
858,15,19,0,0,246247,173
858,20,24,0,0,259369,312
858,25,29,2,0,251257,288
858,30,34,4,0,233380.5,299
858,35,39,5,2,218053.5,376
858,40,44,9,2,232409.5,525
858,45,49,20,4,209525,642
858,50,54,32,9,201393.5,956
858,55,59,49,15,194028.5,1514
858,60,64,70,22,171267.5,2138
858,65,69,82,27,144324,2724
858,70,74,87,34,120607.5,3599
858,75,79,79,38,97459.5,4476
858,80,84,61,35,73220,5110
858,85,999,76,49,84367,11025
860,0,4,0,0,3647884.5,11788
860,5,9,0,0,3216107.5,566
860,10,14,1,1,2836652.5,733
860,15,19,2,1,2557742.5,1357
860,20,24,7,5,2860734,2440
860,25,29,19,8,3112705.5,3344
860,30,34,26,19,2912196.5,4180
860,35,39,45,23,2411658,5013
860,40,44,72,33,2057315.5,6371
860,45,49,107,54,1769898.5,8503
860,50,54,141,77,1568203.5,12045
860,55,59,193,111,1412055,17642
860,60,64,238,133,1045856,21080
860,65,69,221,128,712769,22313
860,70,74,125,78,349548.5,18617
860,75,79,58,38,250587,21373
860,80,84,34,23,168396.5,22885
860,85,999,14,10,86637.5,20191
862,0,4,0,0,2629689.5,9456
862,5,9,0,0,2813251.5,719
862,10,14,0,0,2844165.5,724
862,15,19,6,2,2580064,2204
862,20,24,6,2,2188744,4442
862,25,29,29,5,2060813,4879
862,30,34,16,13,2033769,4998
862,35,39,22,11,1957213,5546
862,40,44,52,20,1858670.5,6553
862,45,49,100,32,1702762.5,8116
862,50,54,180,53,1566769.5,11034
862,55,59,273,84,1379894,14818
862,60,64,326,109,1147493.5,19340
862,65,69,285,109,841501,20651
862,70,74,193,82,601283.5,21241
862,75,79,132,72,414631.5,21477
862,80,84,82,53,238776.5,25164
862,85,999,74,57,112191.5,25303
882,0,4,0,0,29227,114
882,5,9,0,0,27753.5,14
882,10,14,0,0,23708,10
882,15,19,0,0,20097,18
882,20,24,0,0,17800.5,20
882,25,29,0,0,15745,20
882,30,34,0,0,12150.5,20
882,35,39,0,0,11370,22
882,40,44,0,0,11311.5,34
882,45,49,1,0,10099,45
